org_id,event_timestamp,activity,plan,price,deployment
100000114,2024-05-19T02:41:54Z,subscribed,Team,99,On-prem
100000124,2024-05-20T12:21:27Z,subscribed,Business,399,On-prem
100000144,2024-05-20T15:24:11Z,subscribed,Business,399,On-prem
100000053,2024-05-21T19:45:57Z,subscribed,Team,-595,SaaS
100000082,2024-05-21T17:30:55Z,subscribed,Team,99,SaaS
100000075,2024-05-22T06:44:44Z,subscribed,Team,-177,SaaS
100000116,2024-05-22T16:14:51Z,subscribed,Team,99,On-prem
100000147,2024-05-23T08:00:20Z,subscribed,Business,399,On-prem
100000146,2024-05-23T14:10:14Z,subscribed,Business,399,SaaS
100000171,2024-05-24T07:38:38Z,subscribed,Team,0,On-prem
100000044,2024-05-24T04:03:04Z,subscribed,Business,399,On-prem
100000122,2024-05-25T23:31:15Z,subscribed,Team,-476,On-prem
100000056,2024-05-25T11:56:48Z,subscribed,Team,99,On-prem
100000039,2024-05-26T11:18:07Z,subscribed,Business,-728,SaaS
100000186,2024-05-26T06:21:30Z,subscribed,Team,99,On-prem
100000196,2024-05-27T11:41:31Z,subscribed,Business,-607,On-prem
100000120,2024-05-27T03:11:07Z,subscribed,Business,399,SaaS
100000057,2024-05-28T05:29:14Z,subscribed,Business,399,SaaS
100000160,2024-05-28T15:27:26Z,subscribed,Business,399,SaaS
100000193,2024-05-29T14:59:03Z,subscribed,Business,399,SaaS
100000066,2024-05-29T07:47:59Z,subscribed,Business,399,On-prem
100000088,2024-05-30T21:54:39Z,subscribed,Team,99,On-prem
100000210,2024-05-30T00:07:16Z,subscribed,Business,399,On-prem
100000158,2024-05-31T13:35:31Z,subscribed,Team,99,SaaS
100000162,2024-05-31T12:35:51Z,subscribed,Team,99,SaaS
100000087,2024-06-01T14:49:09Z,subscribed,Team,-738,On-prem
100000143,2024-06-01T06:00:06Z,subscribed,Business,399,On-prem
100000176,2024-06-02T21:28:03Z,subscribed,Business,399,SaaS
100000051,2024-06-02T05:53:56Z,subscribed,Business,399,SaaS
100000200,2024-06-03T20:13:13Z,subscribed,Team,99,SaaS
100000213,2024-06-03T05:31:50Z,subscribed,Team,99,On-prem
100000227,2024-06-03T18:13:36Z,subscribed,Team,99,SaaS
100000230,2024-06-04T16:03:39Z,subscribed,Team,99,On-prem
100000223,2024-06-04T03:11:35Z,subscribed,Team,99,SaaS
100000032,2024-06-05T11:36:51Z,subscribed,Team,99,SaaS
100000109,2024-06-05T22:15:08Z,subscribed,Team,99,On-prem
100000208,2024-06-06T16:37:53Z,subscribed,Business,-477,SaaS
100000192,2024-06-06T01:59:06Z,subscribed,Business,399,On-prem
100000234,2024-06-07T03:23:45Z,subscribed,Team,99,On-prem
100000177,2024-06-07T15:17:18Z,subscribed,Business,399,SaaS
100000187,2024-06-08T18:33:05Z,subscribed,Business,-396,On-prem
100000212,2024-06-08T04:22:41Z,subscribed,Team,99,SaaS
100000092,2024-06-09T08:52:04Z,subscribed,Business,399,On-prem
100000141,2024-06-09T12:32:25Z,subscribed,Business,399,On-prem
100000246,2024-06-10T03:07:09Z,subscribed,Business,399,SaaS
100000078,2024-06-10T08:54:59Z,subscribed,Business,399,SaaS
100000085,2024-06-11T17:01:23Z,subscribed,Team,99,SaaS
100000251,2024-06-12T21:59:43Z,subscribed,Team,-841,On-prem
100000131,2024-06-12T04:18:01Z,subscribed,Team,99,On-prem
100000221,2024-06-13T20:24:14Z,subscribed,Business,399,SaaS
100000175,2024-06-13T10:04:20Z,subscribed,Business,399,SaaS
100000275,2024-06-14T17:14:26Z,subscribed,Business,399,SaaS
100000273,2024-06-14T00:43:40Z,subscribed,Team,99,On-prem
100000198,2024-06-15T23:03:52Z,subscribed,Team,-743,On-prem
100000290,2024-06-16T05:53:05Z,subscribed,Business,399,SaaS
100000110,2024-06-16T09:15:01Z,subscribed,Business,399,SaaS
100000265,2024-06-17T19:04:50Z,subscribed,Business,0,On-prem
100000217,2024-06-17T22:51:58Z,subscribed,Team,99,SaaS
100000238,2024-06-18T04:45:14Z,subscribed,Team,-789,On-prem
100000228,2024-06-18T16:35:45Z,subscribed,Team,99,SaaS
100000015,2024-06-19T12:03:01Z,subscribed,Team,99,On-prem
100000111,2024-06-19T21:32:25Z,subscribed,Business,399,SaaS
100000183,2024-06-20T20:56:56Z,subscribed,Team,99,SaaS
100000180,2024-06-21T21:28:01Z,subscribed,Team,99,SaaS
100000188,2024-06-21T09:25:12Z,subscribed,Business,399,On-prem
100000215,2024-06-22T16:23:38Z,subscribed,Team,99,On-prem
100000292,2024-06-22T10:05:20Z,subscribed,Business,399,On-prem
100000104,2024-06-23T07:22:03Z,subscribed,Team,99,On-prem
100000152,2024-06-23T04:03:09Z,subscribed,Business,399,On-prem
100000235,2024-06-24T01:12:27Z,subscribed,Team,99,SaaS
100000310,2024-06-24T08:55:01Z,subscribed,Business,399,On-prem
100000300,2024-06-25T07:32:08Z,subscribed,Team,0,SaaS
100000074,2024-06-25T10:02:01Z,subscribed,Team,99,On-prem
100000243,2024-06-26T03:45:03Z,subscribed,Business,399,On-prem
100000305,2024-06-25T23:52:07Z,subscribed,Business,399,SaaS
100000271,2024-06-26T18:50:37Z,subscribed,Team,99,On-prem
100000333,2024-06-27T10:26:15Z,subscribed,Team,99,On-prem
100000232,2024-06-27T14:57:39Z,subscribed,Business,399,On-prem
100000225,2024-06-28T20:56:03Z,subscribed,Team,99,On-prem
100000168,2024-06-28T01:57:14Z,subscribed,Business,399,On-prem
100000219,2024-06-29T06:11:25Z,subscribed,Business,399,On-prem
100000240,2024-06-29T05:07:33Z,subscribed,Team,99,On-prem
100000327,2024-06-30T04:55:16Z,subscribed,Business,399,On-prem
100000266,2024-06-30T02:18:40Z,subscribed,Team,99,On-prem
100000096,2024-07-01T08:10:10Z,subscribed,Business,399,On-prem
100000298,2024-07-01T07:52:48Z,subscribed,Team,99,On-prem
100000058,2024-07-02T18:14:55Z,subscribed,Team,0,SaaS
100000272,2024-07-02T16:27:39Z,subscribed,Team,99,SaaS
100000185,2024-07-03T20:45:35Z,subscribed,Business,399,SaaS
100000224,2024-07-03T11:16:45Z,subscribed,Team,99,SaaS
100000303,2024-07-04T23:33:14Z,subscribed,Team,99,SaaS
100000191,2024-07-04T01:38:48Z,subscribed,Business,399,On-prem
100000311,2024-07-05T00:48:21Z,subscribed,Business,-337,On-prem
100000361,2024-07-05T16:11:24Z,subscribed,Business,399,On-prem
100000170,2024-07-06T06:46:32Z,subscribed,Business,0,SaaS
100000169,2024-07-06T14:47:50Z,subscribed,Business,399,SaaS
100000350,2024-07-07T14:18:59Z,subscribed,Business,399,On-prem
100000115,2024-07-07T11:29:34Z,subscribed,Business,399,On-prem
100000013,2024-07-08T05:09:57Z,subscribed,Team,0,On-prem
100000203,2024-07-08T03:02:08Z,subscribed,Business,399,SaaS
100000313,2024-07-09T08:39:23Z,subscribed,Business,399,SaaS
100000264,2024-07-09T00:08:36Z,subscribed,Business,399,SaaS
100000139,2024-07-10T17:11:24Z,subscribed,Business,-582,SaaS
100000315,2024-07-10T06:49:34Z,subscribed,Business,399,On-prem
100000135,2024-07-10T12:52:46Z,subscribed,Team,99,On-prem
100000297,2024-07-11T23:04:00Z,subscribed,Team,0,SaaS
100000370,2024-07-11T16:01:58Z,subscribed,Team,99,On-prem
100000248,2024-07-12T04:27:45Z,subscribed,Team,99,On-prem
100000226,2024-07-12T19:02:13Z,subscribed,Team,99,SaaS
100000387,2024-07-13T00:30:21Z,subscribed,Business,399,On-prem
100000268,2024-07-13T21:38:53Z,subscribed,Business,399,On-prem
